sentence,label
The movie 's biggest shocks come from seeing former nymphette Juliette Lewis playing a salt-of-the-earth mommy na,m
Like most movies about the pitfalls of bad behavior ... Circuit gets drawn into th,e
It appears as if even the filmmakers did n't know what kind of movie t,h
"Beneath the uncanny , inevita",b
Snipes relies too much on a scorchingly plotted dramatic scenario for i,t
"Piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent", 
"Starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utte",r
Nicol,a
"It lacks the compassion , good-natured humor and the level of insight that made -L",r
"The result is good gossip , entertainingly delivered , yet with a distinctly mus",t
A sustained fest of self-congratulation between, 
All Analyze That proves is that there is really only one movie ',s
"Green ruins every single scene he 's in , and the film , while it 's not", 
There 's not a comedic moment in thi,s
"The story is predictable , the joke",s
Wallace ,d
Resurrection has the dubious distinction of being a really bad imitation of the really bad ,b
Poor Ben Bratt could n,'
Pretend like your SAT scores are below  and you mi,g
"Unlike Trey Parker , Sandler does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yo",u
A fake street drama that keeps telling you thi,n
An, 
Earnest and tentative even ,w
"Haneke 's script -LRB- from Elfriede Jelinek 's novel -RRB- is contrived , unmotivated , and psychologically unpersuasive , with an inconclus",i
A sometimes incisive and sensitive portrait that is undercut, 
Those 24-and-unders looking for their own Caddyshack to ad,o
"A distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sen",t
What begins brightly gets bogged down over  minu,t
"Ultimately , Jane learns her place as a girl , softens up and loses some of the intensity that made ",h
Ah-nuld 's action he,r
"It 's clear why Deuces Wild , which was shot two years ago , has been gathering dust on MGM '",s
Feels like nothing quite so much as a middle-aged moviem,a
When the precise nature of Matthew 's predi,c
"This picture is murder by numbers , and as easy to be bored by as your ABC 's ,", 
Hilarious musical comedy though stymied by accents thick as mu,d
"If you are into splatter movies , then you will probably have a reasonably good", 
"A dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on t",h
The feature-len,g
This slender plot feels especially thi,n
A film that, 
"Davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in something that does n't feel like a half-baked stand",-
The densest distillation of Roberts ' movies, 
"Ultimately , the film never recovers from the clumsy cliché of the ugly America",n
A h,a
T,o
-LRB- It -RRB- highlights not so much the, 
Master of Disguise runs f,o
A reworking of Die Hard and Cliffhanger but it 's nowhere near a,s
Suffers from unlikable characters and a self-conscious sense of its, 
A film without surprise geared toward maximum comfort ,a
"Fessenden continues to do interesting work , and it would b",e
"But the problem with Wendigo , for all its effective moments , is", 
"Spirit is a visual treat , and it takes chances that a",r
It stars schticky Chris Rock and stolid Anth,o
Their contrast is neither dramatic nor c,o
This is a children 's f,i
It 's packed with adventure and a worthwhile environme,n
"Parents , on the other hand , will be ahead of the plot at all times , a",n
The niftiest trick perpetrated by The Importance of Being Earnest is the alchemical transmogrification of Wilde into Austen -- and a Hollywood-ized Austen at th,a
Tykwer 's surface flash is n't just a poor fit with Kieslowski 's lyrical pessimis,m
Ice Age, 
Too slick and manufactur,e
"Cherry Orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of ",t
"What ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between Americans", 
A d,a
The movie is with,o
Visually exciting sci-fi film which suffers f,r
"While Hollywood Ending has its share of belly laughs -LRB- including a knockout of a closing line -RRB- , the movie winds up f",e
If Th,e
Sandr,a
"Allegiance to Chekhov , which director Michael Cacoyanni",s
You expect more from director Michael Apted -LRB- Enigma -RRB- and screenwriter Nichola,s
The first mis,t
The dramatic scenes are frequently u,n
"Replacing John Carpenter 's stylish tracking shots is degraded , handheld", 
"Of all the Halloween 's , this is th",e
It ,h
"Despite its dry wit and compassion , the film suffers ",f
"... feels as if -LRB- there 's -RRB- a choke leash around your neck so director Nick Cassavetes can give it a good , hard yank whenever he wants you to f",e
Attal pushes too ha,r
"He seems to want both , but ",s
I could have used my two hours better, 
"It 's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it ",b
"Girlfriends are bad , wives", 
The only young people who possibly will enjoy it are infants ... who might be distracted by the movie 's quick ,m
The ,f
No Such Thing breaks no new ground and treads old turf like a hipp,o
"Unfortunately , ne",i
"A wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' ",d
Ba,n
Zoom ,!
"It 's actually pretty funny , but in all t",h
Lurid and less than lucid w,o
A wannabe comedy of manners about a brainy prep-school kid with a Mrs. Robinson complex founders on its own preciousness -- and squanders its, 
"At a brief  minutes ,", 
If anyth,i
This 90-minute ,d
True Hollywood St,o
"This is surely one of the most frantic , virulent and foul-natured Christm",a
"Once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea i",s
A porn film without the ,s
The connected stories of Breitbart and Hanussen are actually fascinating, 
A depressingly retrog,r
Return to Never Land is much more ,p
"By the end , you just do n't care whether that", 
Just bring on th,e
"While it 's all quite tasteful to look at , the attention process tends to do a little fleeing o",f
"Broder 's screenplay is shallow , offensive and redundant , with pitifully", 
"Yes they can swim , the tit",l
"Don Michael Paul uses quick-cuts , -LRB- very -RRB- la",r
"Slow , silly and unintenti",o
The Sweetest Thing leaves a bitte,r
"In a big corner office in Hell , Satan is throwing up his hands in surrender , is", 
"For something as splendid-looking as this particular film , the viewer expects something special but instead gets -LRB-", 
A thri,l
This stuck pig of a movie flails limply between ,b
"Ah , the travails of metropolita",n
"Alas , another breathless", 
In Moonligh,t
Though uniformly we,l
Done in mostly by a weak scr,i
Despite ,i
Slap her - she 's no,t
No French people were ,h
"Though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that ma",k
`` One look at a girl in tight pants ,a
Um ... is n't that the basi,s
`` Not really as bad as you ,m
Strident and inelegant i,n
One regards Reign of Fire with, 
What ,a
"It has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trus",t
Its impressive images of crematorium chimney fires and stacks of dead bodies are undermined, 
Seeing as the fil,m
The plot is romantic comedy boilerp,l
I suspect this is the kind o,f
An unfortunate, 
Ninet,y
can be as ,t
"Comes off as a long , laborious whine , the bellyaching of a paranoid and unlikab",l
It just goes to sh,o
"In a 102-minute film , Aaliyah gets at most  minutes ",o
... most viewers will wish there had been more of the `` Queen '' and less of, 
"Hopelessly inane , humorless and under-insp",i
Kapur fails to give his audience a single character worth rooting f,o
It reduces the complexities to bromides and ,s
"None of this has the suavity or classical familiarity of Bond , but much of it is good for a ",l
The problem with `` XXX '' is that its own action, 
A great script brought d,o
Same guy with, 
Big mistake ,.
A medio,c
"Director Kevin Bray excels in breaking glass and marking off the `` Miami Vice '' checklist of power boats , Latin music and ",d
"He does n't , however , deliver n",e
"In gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the", 
The Spalding Gray equi,v
Perhaps even the SLC high, 
"According to Wendigo , ` nature ' loves the members of the upper class almost", 
An encouragin,g
The romance between the leads is n't as compelling or as belie,v
"If I could have looked into my future and saw how bad this movie was , I would go back and choose to ski",p
"Fortunately , you still have that option ",.
Supposedly authentic account of a historical event that 's far too tragic to me,r
"Adroit but finally a trifle flat , Mad Love does n't galvanize its outrage the way , say , Jane Campion might have done , but at least it possess",e
