sentence,label
"Blair Doubts Iraq Will Cost Him Next Election  BRIGHTON, England (Reuters) - Tony Blair said on Wednesday  he believed Iraq would not be the decisive issue when Britons  come to vote at ne",x
Ads to Back Schwarzenegger for President (,a
Arnold Schwarzenegger and other foreign-born citizens the chance to run for, 
Millions in Americas Watch L,u
"Heskey left out of England squad, Cole back in England coach Sven-Goran Eriksson has left Emile Heskey out of his -man squad for the World Cup Group Six qualifiers away to Austria in Vienna next Saturday and Poland in Chorzo",w
Amnesty: Rapes in War Zones Not Punished (AP) AP - Women and girls in war zones suffer rape and violent abuse while offenders escape punis,h
Scores killed in Bangladesh blast A series of bombs h,a
Mello wins first ATP title Boca Ratons Vince Spadea became the latest victim of the top seed curse that has ,e
The Bad Overshadows Good in Eagles Win (AP) AP - Correll Buckhalter's injur,y
Owens caught an, 
Reed returned a kick,o
"Instant Messaging Is Growing Up, G",o
"Instant messaging, or IM, is catching on with adults in a big w",a
"In fact, analysts predict IM soon w",i
"FA charge Diouf over spitting incident LONDON, Nov  (SW) - The English Football Association has confirmed Bolton Wanderers striker El Hadji Diouf had been charged", 
TSV Holdings IPO closes TSV Holdings Ltd share offer closed oversubscribed and a week early fol,l
TSV Holdings raised \$ million after offering  million shar,e
US launches air strikes on Fallujah US warplanes have launched sustained and fierce attacks on the re,b
They said explosions could be heard in the att,a
"January Trial Date Set for NHL's Bertuzzi  VANCOUVER, British Columbia (Reuters) - A Ca",n
Henman has to stay cool in warm-up for Roddick It was overcast and chilly at the Westside Tennis Club here yesterday morning when Tim Henm,a
Science Braces for S,e
Will the president build bridges in the second or burn them completely? A Wired News special re,p
Does Tsvangirai outcome suit Mugabe? On ,h
"Oh, Canad",a
"Mariners sign Beltre After finishing at the bottom of the AL West and winding up last in the league in runs and homers, the Marin",e
"Sharapova steamrolls into Seoul semis Seoul, Korea (Sports Network) - Wimbledon champion Maria Sharapova was an easy quarterfinal wi",n
Chen launches new wave of detente TAIWANESE President Chen Shui-bian sought to defuse the Taiwan Strait time-bomb yesterday by calling China to wide-ranging peace talks to banish the  quot;shadows of terror quot; and  quot;forces of darkness quot; that have threatened war between the two ,r
Yankees-Red Sox Set to Renew Rivalr,y
"Round One: Bush, Kerry trade tough words on Iraq CORAL GABL",e
"Kerry and President Bush clashed sharply over the war in Iraq last night during the first debate of the presidential campaign season, with the senator from Mas",s
Sharapova advances to Korea Open semifinals Wimbledon champion Maria Sharapova surged into th,e
Cranes rain down as peace gesture Millions of origami paper cranes yesterday rained down upon Thailand #;s three violence-torn southern provinces in an extravagant government-sponsored gesture aimed at bringing peace to the predominant,l
Clemens Helps Astros Take - Series Lead Over Braves  NEW YORK (Reuters) - Roger Clemens pitched seven innings  and Carlos Beltran, 
Nobel prize winner has ties to Geneva A Kenyan environmental activist whose children graduated from Hobart and William Smith Colleges was awarded the Nob,e
Macy #;s na,m
By MARK, 
Treasuries Sl,i
"Treasuries prices turned lower  for a third straight session on Tuesday, unnerved by a mix of  softer oil, firmer stocks and econom",i
"Timeline: Margaret Hassan Margaret Hassan, who works for charity Care International, was taken ",h
Here are the main events since her kidna,p
Cavs Activate Pavlovic; Wagner Back on IL (AP) AP - The Cavaliers activated guard Sasha ,p
Stocks sti,c
Decliners on the New York Stock Exchange hold a narrow lead over advance,r
"Alitalia Sees  Loss of EU Million, in", 
"At Holocaust Museum, Turning a Number Into a Name The Yad Vashem museum in Jerusalem has assembled the names and biographies of Jewish victims of the ",h
"In letters to Bush, Kerry, Cuban exiles seek firmer anti-Castro US stance (AFP",)
Bush a,n
Cambodia 'must speed up r,e
Suspensions Expec,t
EU reportedly to OK Oracle bid for People,s
MW) -- Oracle is close to gaining approval from European ,u
"Pfizer warns of Bextra heart risk NEW YORK (CNN/Money) - Drugmaker Pfizer said Friday that its Bextra drug, seen as an alternative to Me",r
"Paula undecided on , finals after marathon cry-out ATHENS, AUGUST : World marathon record holder Paula Radcliffe will delay making a decision on whether or", 
"Sidebar: HP's grid storage initiative leads the way Hewlett-Packard was the first company to offer a grid storage device, but", 
Belarus Names Mirnyi, 
Open doubles champion Max Mirnyi will lead the Belarus team that faces the United States in the Davis Cup semifinals in Charleston, 
"Jimmie Johnson cries foul In the high-pressure atmosphere of the Chase for the Championship, any issue ",t
Car blast rocks western Bag,h
"Iran prepared to suspend some nuclear activities TEHRAN, Iran - Iran said yesterday it is prepared to suspend some n",u
Independent study finds robotic rescue missio,n
Astronomers Spot Smallest Planets Yet The roll call of planets beyond the solar system swelled significantly with the announcement of a trio of, 
Site Tracks ,p
A new site seeks to capture up-to-,t
Commentary b,y
Penen,b
PC Shipments Rise  Percent Worldwide  SAN FRANCISCO (Reuters) - Shipments of personal computers  in the third quarter ros,e
Mello Claims Maiden Atp Tour Triumph Unseeded Brazilian Ricardo Mello captured his first ATP Tour title when overcoming top seed Vincent Spadea in straight sets to win the Millennium ,i
Beta Version Of Microsoft ,s
"By Gregg Keizer, TechWeb ",n
Microsoft will push its homegrown search software into beta tests, 
Hinske shifts to first if Koskie sign,e
"As the crow flies, Menasha is about as far away from baseball #;",s
Widely Used Bike L,o
A video circulating on the Internet shows h,o
What game? TV can #;t get off sideline I,t
The diehard Steeler fans are roaring as their heroes march upfiel,d
Green slams tough courses RICHARD Green is campaigning for a fair go for golfers in a bid to inject more excitement into home tournaments thi,s
Green blasted the brutal course set-up for last week #;s Aus,t
Oil Companies Negotiating for SPR Crude  NEW YORK (Reuters) - Two maj,o
Department of  Energy to borrow crude from national emergency reserves as  crude, 
Mondavi Posts Loss After Restructuring The Ro,b
The Napa-based company on Wednesday, 
Does Mars Methane Indicate Life Underground? New methane readings from a space probe raise the possibility that microbia,l
"Some scientists, though, remain ske",p
"Invesco,  other Amvescap units settle charges ",i
US deserter starts life in ,j
Alcoa in group bu,y
B Alc,o
"The consortium, which includes Diversified Utility  amp; Energy Trusts (DUET) and Al",i
"Grizzlies Beat Blazers for First Road Win Memphis Grizzlies guard Bonzi Wells, right, looks to pass as Portland Trail Blazers guard Damon Stoudamire reaches in for a ",s
"Undefeated Navy Sinks Air Force - (AP) AP - Geoff Blumenfeld picked a good time to make his first field goal of the season, nailing a -yarder with  seconds left to lift Navy to a - victory over Air Force", 
"Sinn Fein leaders, police chief meet in bid for peace accord LONDON -- Leaders of the IRA-allied Sinn Fein party talked with Northern Ireland's police commander for the first time ever yesterday in pursuit of a new peace agreement b",e
Russia backs Kyoto treaty MOSCOW - The Russia,n
"Soldiers Killed by Bomb in Iraq BAGHDAD, Iraq - A roadside bomb attack killed three American soldiers i",n
Boom Echoes Of f the Clinton Library (Los Angeles Times) Los Angeles Tim,e
Freddie Mac Announces Changes in Division Mortgage giant Freddie Mac announced Monday that it is shutting down some operations of its debt-securitie,s
Andrew Smith resigns from Cabinet Work a,n
Airbus Enroute to Challenge Boeing's E  MUNICH (Reuters) - Plane maker Airbus got tentative  approval on Monday to market, 
"On deck: Marlins (-) at Padres (-), : tonight The Skinny: Beckett is facing the Padres for the ",f
In two caree,r
"Sun, Dell Lead Server Sales (PC World) PC World - Low-cost Linux", 
Cingular opposes Ne,x
African,i
LSE rej,e
Shares in the LSE have risen  per, 
Moon gas could meet earth #;s energy demands A potential gas source found on the moon #;s surface could hold the key to meeting future energy demands as the ,e
"Claiming victory, Palestinian security prisoners end -day hunger &",l
Source: EU Regulators Clear Oracle Bid ,(
Pitcairn women back their men over ,s
Milit,a
Loss of independence The flow of jobs overseas isn #;t th,e
The North American, 
Columnists: Open Source Versus Closed Source Security In the, 
Blessings for Cambodia's King Norodom Sihamoni as coronation nears ,(
This isn't the finish line ,l
"A year ago at Darlington,", 
"Yesterday, as Bus",c
Europe Left Cold By Portable Video European consumers want music not video or games ,o
According to Jupiter Research on,l
"Shiver Me Timbers! Brazil Full of PC Pirates --Study (Reuters) Reuters - Brazil should end the year at\the top of the list of countries with the highest rate of\pirated personal computers in its market, outranking China for\the first time, accord",i
Thousands Left Homeless by Storm Face Housing Shortage Disaster relief agencies in Florida are beginning to confront one of their most difficult problems: finding ,l
"US loses , IT jobs America sa",w
"More than half the jobs lost were lost after the recession was pronounced officially over, by the National Bureau of Economic ",r
"High-Tech Eye to Help Blind Cross Streets (AP) AP - Equipped with a tiny camera, a high-tech device that recognizes the", 
"Typhoon Tokage Kills at Least  in Japan (AP) AP - Japan's deadliest storm in more than a decade unleashed flash floods that washed away hillsides, killing up to  people before", 
At least  people were miss,i
US: Time Running Out in Airbus-Boeing ,r
Washington and Brussels  have so far resisted launching legal action at the World Trade  Organization (WTO) in thei,r
Juventus joy as Milan derby ends in stalemate Leaders Juventus were the happiest team in Serie A after title rivals AC Milan and Inter Milan played out a - dr,a
"Eagles' Westbrook Could Miss Some Time  PHILADELPHIA (Sports Network) - Eagles running back Brian  Westbrook could miss some time with a broken rib, ",a
Philippines, 
Wenger stays calm despite setback Arsenal manager Arsene Wenger refused to panic aft,e
Supreme Court Terms Begins  WASHINGTON (Reuters) - T,h
"Supreme Court opened its  new term on Monday, with two hours of arguments on federal  sentencing rules and the re",j
AT amp;T Wireless ends storefront presence The merger between AT amp;T Wireless and Cingular Wireless will become more visible today as the Atlanta-based c,a
"England humble Windies ONCE the tailenders of world cricket, England thumped the West Indies by  wickets at the Oval to complete a - whitewash yesterday and are now snapping at Austral",i
Advertisi,n
"N: Quote, Profile, Research) on Wednesday posted ",a
"Newcastle #;s stand-ins prove to be line perfect STEVE McCLAREN returned to Spain for the second time in little more than a week and, although there was no re",c
"Salvation Army #;s Bell Ringing Limited One of the holiday #;s season most well-known sounds is back, but some stores are limiting where Sal",v
Bush Signs \$ Billion Corporate T,a
"Microsoft to sell Windows XP sta Microsoft has announced that it is planning to distribute the low cost stripped down version of Windows XP in Russia,", 
