sentence,label
"From , when he was , until  he attended a boarding sports school in the nearby city of Erfurt, support by the nd division Bundesliga club FC Rot-Weiß Erfurt (Erfurt city football club; Red and White are the club col",o
Such sc,h
He trained with East German world sports ,c
"He played for the East German national youth football team from  to , moving throu",g
In  he was given an amateur contract to play for R,o
He played against future players of the German nati,o
He was about to bec,o
In  he began studies in ur,b
During this ti,m
"He undertook his civilian service year in , working for an organisatio",n
Urban came out to family and friends i,n
"A year later, his bio",g
"Grand Hotel Pictures, a Berlin film production company, started developing a film based on the book in , but as at July , noth",i
Stanley Furniture is an Americ,a
"HistoryStanley Furniture was founded in April  by Thomas Bahnson Stanley, w",h
Stanley learned the furniture business fro,m
"Bassett, who had founded and owned Bass",e
"Stanley located his new company near Bassett, and the community it was in was soon named Sta",n
"Early yearsIn early , Th",o
"Stanley resigned from his position at Basset Furniture in order to start his own company, Stanley Fur",n
"He founded the company in his home county of Henry County, Virginia and b",r
"Stanley, and his brother, John", 
Stanle,y
"While building the first Stanley Furniture factory, Stanley decided ",t
With that, 
Over  homes were b,u
Rent for the new ,h
"Stanley Furniture's first furniture collection, a dining room suite, debuted in  and consisted of a buffet, china closet, server, table and chai",r
The success of this first collection ushere,d
"Profits steadily rose from  through , and in  the company decided to double its production", 
"When the Wall Street Crash of  hit, Stanley Furniture wa",s
"In order to keep the company alive, t",h
Stanley him,s
"The song features American rapper Snoop Dogg, who co-wrote the song with David Buchanan and producer Bangladesh for her second s",t
It was released as the album's lead singl,e
"The concept of the song is about shoes and showcases a more urban, hip hop flavoured sound than Ma",u
An accompanying music video was directed by Hype Williams and received a mixed ,r
"Background In August , The Music Network reported ",t
Mauboy had initially plan,n
"She explained, ""I didn't end up getting any of them but with the help of Bangladesh who produced the track, he contacted Snoop Dogg and that's how it came abo",u
I had to fight the record company a bit to get them to release that song, 
"According to Alasdair Duncan from Rave magazine, the song is ""slick-sounding, bump-and-grinding urban pop",","
"Majhid Heath from ABC Online Indigenous called the song an ""over-produced train wreck"" and wrote that ""'Get 'Em Girls' is supposed to be an audacious nod to female empowerment ",b
Sunshine Coast Daily's Owen Jacques mentioned the song as one of the many few that have been riddled with subtle nuance and silly w,o
"Lynda Ann Wiesmeier (pronounced WEES-myer, May ,  – December , ) was an American model and actre",s
She made her f,i
Wiesmeier was selected as both cover model and Playmate of the M,o
"Wiesmeier also appeared in several Playboy newsstand special editions and videos, and worked steadily for Playboy for more than five years after she graced the magazine's fold-out page, first as a nude glamour and pin-up model, and then as a promotional model and", 
She died at age  in December  ,d
Appearances in Playboy videosPlayboy:  Years of Playmates () – archival footagePlayboy: Video Centerfold Tawnni Cable ()Playboy: Playmates At Play ()Playboy: Wet & Wild ()Playboy: Playmate Playoffs ()Playboy: Video Playmate Review ()FilmographyEvil Town ()Touch and Go ()Teen Wolf ()Real Geniu,s
The th Air Transport Wing (AT,w
"It was last active in  at Hickam Air Force Base, Hawaii under the de",s
"The th ATW was a heavy cargo transport wing of Military Air Transport Service (MATS), formed on", 
In  the wing lost its operational elements and became the base support element for Hickam until it was replaced by the th Air Base ,w
"Historyth Air Transport GroupMilitary Air Transport Service assumed responsibility for the strategic airlift mission previously carried out by the Air Transport Command (ATC), transporting cargo and personnel to destinations within the Pacific", 
It organized the st Air Transport Group (ATG) at Hickam to replace ATC's st Air Force Base Unit (Ai,r
The group was initially equipped w,i
The unit also had association with Naval Air Transport squadrons assigned to Hickam as part of the j,o
"The group was a tenant organization at Hickam, which was a Pacific Air ",c
"In October , the group was redesignated the th ATG when MATS renumbered its Table of Distribution (TD) units to conform to USAF policy that its TD units be numbered betw",e
"In , MATS reo",r
It soon received ,c
It received its first long-range C- Stratofreighter aircraft and tw,o
The wing reorganized in May  as the th Air Base Wing ,a
The wing continued as a s,u
"At that time, in anticipation of the transfer of Hick",a
It remai,n
"Major airlifts In , An earthquake in New Delhi brought M",a
"During the Korean War, MATS airlifted nearly , combat casualties and pa",t
Plot summaryHarold Parkette is in need of a new lawn ,m
"The summer before, a neighbor's cat was accid",e
"Harold has been putting off hiring new help for the summer, but when he see",s
A van rea,d
"The man working for the service, a hairy, pot-bellied fellow, is shown the over",g
Harold is e,n
Startled,","
The lawnmower seemingly deliberately chases and kills a mole and Harold faint,s
"When Harold revives, the lawnmower man explains that this new method, introduc",e
"Harold, though unnerved, allow",s
"As soon as the man is out of sight, Harold desperately calls the police, but is interrupted by the l",a
The lawn,m
"When the police arrive, they conclude that Harold was murdered and dismembered by a sc",h
As the,y
Adaptations The story wa,s
"The adaptation features the original text of the short story, accompanied ",b
Publisher IDW rereleased the story in a portfolio edition sho,t
"A twelve-minute Dollar Baby short film, The Lawnmower Man: A Suburb",a
It was written by future screen,w
A sope () is a traditional Mexican dish consis,t
Also known as picadita (i,n
It is an antoj,i
The masa base is fried with pinched sides and top,p
Sometimes other ingredients (mostly me,a
"Traditional sopesThe sope has spread throughout all Mexico's territory, and thousands of regional var",i
"Even though Sopes are traditionally from Mexico, many Central American countries have adopted this de",l
While the pinched sides of the sope are its most distinctive characteri,s
"However, though both tostadas and sopes are fried, the tostada is thin and fried until it becomes crunchy and fragile, while the sope is much th",i
"The sope, therefore, has a soft, slightly pliable textu",r
"The sope'''s thickness is meant to support its toppings, and the frying of its exterior surface adds resistance to", 
The most common variation of the sope involves si,m
Sopes topped with beef are also a common variation and are typically slightly larger than sopes d,e
"In the northern regions of Mexico, sopes are often prepared without vegetables, substituting black beans, spic",y
"In Acapulco and Guerrero, sopes are unusually small in size, so they are called sopecitos instead, and are fried in the same oil used to fry seafood, which gives the",m
Sopecitos are made of beans and salsa only; no other in,g
"In Oaxaca, sopes sometimes are prepared using chapulines (roasted grasshoppers) as top",p
"Also, an extremely large dish similar to a giant sope or a giant tostada is the traditional food of reference", 
Similar dishesThe sope ha,s
"This resulted in the creation of many traditional food specialties, which may appear to resemble the sope",","
Łukawy  () is a village in the administrative distric,t
ReferencesVi,l
Alexander Yuk Ching Ma is a f,o
"He was arrested in August , and was charged with conspiring with a family member to communicate classified information up to the top secret level to intelligence officials of ",t
Early lifeMa was born ,i
He moved to Honolulu in  and atten,d
He is a naturali,z
CIA careerI,n
"The following year, he was assigned as a CIA officer overseas, where he held a top se",c
Ma left the C,i
"FBI careerMa applied to the FBI in April , and began workin",g
"In August , he began working as a Chinese languages contract specialist f",o
Espionage for the PRCThe earliest known date of Ma's alleged spying for the, 
"FBI investigationIn January , Ma confirmed to an undercover FBI agent that he had in", 
"On March , , Ma accepted $, from the same undercover FBI agent, who told Ma that the money w",a
